Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;CATEGORIA_ELECTRICO;DISTINTIVO;CLAS_INDUSTRIA;CATEG_HOMOLOGACION_UE
7040;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GAS NATURAL COMPRIMIDO;;ECO;1000;M1
1065;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1046;M1G
8004;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
2703;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
4028;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4030;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4026;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4027;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
2750;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
4031;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4032;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4034;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4033;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
8005;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
4035;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4038;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4039;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4037;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4036;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4029;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
307;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. DESARROLLO URBANO;ADMINISTRATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;BEV;CERO;1000;M1
3163;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
2704;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
2751;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
761;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD;INCIDENCIAS;TURISMO;RENTING;GASOLINA;;C;1041;M1
7620;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7621;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7622;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7623;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7624;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8210;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
1071;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1046;M1G
8212;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
3266;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
7625;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8215;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8555;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8207;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8211;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7626;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8213;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8553;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7627;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8552;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7628;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8575;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8556;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8569;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7629;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8549;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8559;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7630;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8565;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
8562;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
7631;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7632;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7633;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7037;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GAS NATURAL COMPRIMIDO;;ECO;1000;M1
2825;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7634;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7636;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7635;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7638;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2752;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
7637;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2829;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7639;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
404;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. COORDINACION INSTITUCIONAL;INCIDENCIAS;FURGONETA;PROPIEDAD;GAS NATURAL COMPRIMIDO;;ECO;2400;N1
3151;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
3132;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
2122;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;B;1000;M1
8548;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL;;C;1043;M1
2831;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
2826;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3267;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
2827;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3134;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
751;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;OO.AA. MADRID SALUD;INCIDENCIAS;TURISMO;RENTING;GASOLINA;;C;1041;M1
2828;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
2753;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
8010;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;B;3100;M1
3262;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
7575;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7576;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
8009;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;B;3100;M1
3268;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
7577;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7578;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1063;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1046;M1G
2822;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7579;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7580;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7581;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3269;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
7582;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7583;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7584;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3270;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
752;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;DPTO INSPECCION CENTRAL;INCIDENCIAS;TURISMO;RENTING;GASOLINA;;C;1041;M1
7585;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7586;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7587;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2754;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTION Y VIGILANCIA DE LA CIRCULACION;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
3271;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
3130;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
2823;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
7589;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2106;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;CEDIDO A;DIESEL;;Sin distintivo;3100;N1
3901;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;Sin distintivo;400;L3e
7590;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2817;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3241;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
7591;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3155;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
7592;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3078;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
7588;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2816;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
5000;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;;C;1000;M1
7593;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7594;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3242;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
1203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;B;2246;N3
2915;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MICROBUS;PROPIEDAD;DIESEL;;Sin distintivo;1204;M2
1204;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;B;2246;N3
5215;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;3100;M1
3243;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;600;L5E
